ID;ID_SETUPMETER;ID_PERIOD;ID_SETUPCONSUMER;ID_LAST_READING;READING_LAST;DATE_LAST;READING_NEXT;DATE_NEXT;KWH;CREATED;UPDATED;ID_USR;COMMENT;TRANS_WORK;ID_TURNOFF_TYPE
4146;53;1;11626;NULL;204,0000000;NULL;204,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;143;NULL;1;0
4147;54;1;27758;NULL;184,6700000;NULL;194,9900000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;NULL;NULL;1;0
4148;55;1;25519;NULL;915,0000000;NULL;1524,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;184;NULL;1;0
4149;56;1;9002;NULL;8910,0000000;NULL;NULL;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;NULL;NULL;1;0
4150;57;1;8993;NULL;8360,0000000;NULL;NULL;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;NULL;NULL;1;0
4151;58;1;2205;NULL;12641,0000000;NULL;13048,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;148;NULL;1;0
4152;59;1;28975;NULL;3335,0000000;NULL;3335,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4153;60;1;5181;NULL;30,0000000;NULL;30,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;174;NULL;1;0
4154;61;1;30161;NULL;2057,0000000;NULL;2095,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;184;NULL;1;0
4155;62;1;12773;NULL;500,0000000;NULL;593,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;171;NULL;1;0
4156;63;1;18692;NULL;25815,0000000;NULL;25815,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;135;NULL;1;0
4157;64;1;3566;NULL;40054,0000000;NULL;40312,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;156;NULL;1;0
4158;65;1;5456;NULL;19294,0000000;NULL;19520,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4159;67;1;5434;NULL;5,0000000;NULL;5,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4160;68;1;5482;NULL;6810,0000000;NULL;7043,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4161;69;1;5656;NULL;65371,0000000;NULL;65904,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4162;70;1;5615;NULL;4520,0000000;NULL;4520,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;124;NULL;1;0
4163;71;1;5363;NULL;4769,0000000;NULL;5059,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;124;NULL;1;0
4164;75;1;5869;NULL;7000,0000000;NULL;7000,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4165;76;1;6141;NULL;48830,0000000;NULL;48830,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4166;77;1;5961;NULL;3240,0000000;NULL;3400,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4167;78;1;6596;NULL;6568,0000000;NULL;6729,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4168;79;1;6476;NULL;80380,0000000;NULL;81714,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4169;80;1;22704;NULL;149,0000000;NULL;156,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;178;NULL;1;0
4170;81;1;3437;NULL;19362,0000000;NULL;21048,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;156;NULL;1;0
4171;82;1;28034;NULL;250,0000000;NULL;271,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;169;NULL;1;0
4172;83;1;13205;NULL;5485,0000000;NULL;11652,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;169;NULL;1;0
4173;84;1;21604;NULL;720,0000000;NULL;720,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;129;NULL;1;0
4174;85;1;27474;NULL;694709,0000000;NULL;NULL;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;NULL;NULL;1;0
4175;86;1;7801;NULL;49833,0000000;NULL;52875,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;147;NULL;1;0
4176;87;1;11946;NULL;693,0000000;NULL;1300,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;138;NULL;1;0
4177;88;1;29330;NULL;3882,0000000;NULL;3982,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4178;89;1;28692;NULL;571,0000000;NULL;571,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;174;NULL;1;0
4179;90;1;583;NULL;3638,0000000;NULL;3675,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;174;NULL;1;0
4180;91;1;9626;NULL;3738,0000000;NULL;3955,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;171;NULL;1;0
4181;92;1;15592;NULL;206,0000000;NULL;246,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;111;NULL;1;0
4182;94;1;28396;NULL;914,0000000;NULL;1236,0000000;NULL;569,0000000;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;146;NULL;1;0
4183;95;1;20228;NULL;6302,0000000;NULL;6404,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;155;NULL;1;0
4184;96;1;25202;NULL;7689,0000000;NULL;NULL;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;NULL;NULL;1;0
4185;97;1;25367;NULL;1511,0000000;NULL;1898,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;106;NULL;1;0
4186;98;1;19147;NULL;6750,0000000;NULL;6997,0000000;NULL;788,0000000;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;146;NULL;1;0
4187;99;1;124;NULL;8820,0000000;NULL;2800,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;106;NULL;1;0
4188;100;1;5139;NULL;78809,0000000;NULL;79703,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;174;NULL;1;0
4189;101;1;19;NULL;2847,0000000;NULL;3528,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;174;NULL;1;0
4190;102;1;13604;NULL;2212,0000000;NULL;2791,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;106;NULL;1;0
4191;103;1;4915;NULL;16384,0000000;NULL;17710,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;106;NULL;1;0
4192;104;1;30864;NULL;9445,0000000;NULL;9565,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;148;NULL;1;0
4193;105;1;5483;NULL;47056,0000000;NULL;49111,0000000;NULL;329,0000000;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4194;106;1;5725;NULL;11785,0000000;NULL;11938,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4195;107;1;5414;NULL;12738,0000000;NULL;12960,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4196;108;1;5428;NULL;10620,0000000;NULL;11220,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4197;109;1;5301;NULL;19799,0000000;NULL;20394,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4198;110;1;6116;NULL;23819,0000000;NULL;24992,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;124;NULL;1;0
4199;111;1;5320;NULL;1639,0000000;NULL;1739,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;124;NULL;1;0
4200;112;1;5608;NULL;15800,0000000;NULL;15800,0000000;NULL;-494,0000000;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;124;NULL;1;0
4201;113;1;5631;NULL;769,0000000;NULL;774,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;124;NULL;1;0
4202;116;1;7355;NULL;207,0000000;NULL;207,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4203;117;1;5870;NULL;95000,0000000;NULL;95280,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4204;118;1;5131;NULL;39050,0000000;NULL;39427,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;174;NULL;1;0
4205;119;1;16751;NULL;56412,0000000;NULL;58916,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;169;NULL;1;0
4206;120;1;13206;NULL;34157,0000000;NULL;35495,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;169;NULL;1;0
4207;121;1;28715;NULL;201,0000000;NULL;368,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;129;NULL;1;0
4208;122;1;27478;NULL;16908,0000000;NULL;NULL;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;NULL;NULL;1;0
4209;123;1;21920;NULL;3254,0000000;NULL;4147,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;132;NULL;1;0
4210;124;1;24489;NULL;2574,0000000;NULL;NULL;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;NULL;NULL;1;0
4211;125;1;574;NULL;759,0000000;NULL;1101,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;174;NULL;1;0
4212;126;1;19837;NULL;1936,0000000;NULL;NULL;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;NULL;NULL;1;0
4213;127;1;202;NULL;8143,0000000;NULL;8479,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;110;NULL;1;0
4214;128;1;5132;NULL;6680,0000000;NULL;6685,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;174;NULL;1;0
4215;129;1;13327;NULL;12501,0000000;NULL;12590,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;111;NULL;1;0
4216;130;1;29433;NULL;4,0000000;NULL;4,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;145;NULL;1;0
4217;131;1;15859;NULL;76258,0000000;NULL;81170,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;171;NULL;1;0
4218;132;1;15476;NULL;5667,0000000;NULL;5918,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;106;NULL;1;0
4219;133;1;15478;NULL;5468,0000000;NULL;5830,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;106;NULL;1;0
4220;134;1;15467;NULL;4935,0000000;NULL;5355,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;106;NULL;1;0
4221;135;1;5307;NULL;26535,0000000;NULL;26535,0000000;NULL;256,0000000;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4222;136;1;5478;NULL;2492,0000000;NULL;4243,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4223;137;1;5216;NULL;2350,0000000;NULL;2405,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4224;139;1;5452;NULL;7826,0000000;NULL;9141,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4225;141;1;5911;NULL;148310,0000000;NULL;148310,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;124;NULL;1;0
4226;142;1;6266;NULL;15524,0000000;NULL;15735,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;124;NULL;1;0
4227;143;1;5902;NULL;45873,0000000;NULL;46591,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;124;NULL;1;0
4228;147;1;6346;NULL;82782,0000000;NULL;83410,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4229;148;1;7440;NULL;3533,0000000;NULL;3533,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4230;149;1;7444;NULL;141111,0000000;NULL;141111,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4231;150;1;6482;NULL;6634,0000000;NULL;7611,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4232;151;1;7639;NULL;50343,0000000;NULL;51742,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4233;152;1;7232;NULL;1357,0000000;NULL;1357,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4234;154;1;6405;NULL;2084,0000000;NULL;2084,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4235;157;1;6145;NULL;13714,0000000;NULL;13714,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4236;158;1;6585;NULL;7282,0000000;NULL;7329,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4237;159;1;7367;NULL;1225,0000000;NULL;1225,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4238;160;1;5971;NULL;627,0000000;NULL;627,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4239;161;1;6687;NULL;73071,0000000;NULL;73078,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4240;162;1;7089;NULL;44834,0000000;NULL;46025,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4241;163;1;7238;NULL;3497,0000000;NULL;3497,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4242;164;1;7377;NULL;131683,0000000;NULL;132322,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4243;165;1;6960;NULL;28399,0000000;NULL;28642,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4244;166;1;7823;NULL;6,0000000;NULL;6,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4245;167;1;26215;NULL;17998,0000000;NULL;22843,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4246;168;1;18980;NULL;3117,0000000;NULL;3478,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4247;169;1;18981;NULL;1333,0000000;NULL;1538,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4248;170;1;7407;NULL;7440,0000000;NULL;7542,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4249;171;1;28410;NULL;6820,0000000;NULL;6820,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4250;172;1;8134;NULL;97514,0000000;NULL;98225,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4251;173;1;8123;NULL;1426,0000000;NULL;1475,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4252;174;1;24635;NULL;2777,0000000;NULL;2777,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;184;NULL;1;0
4253;175;1;1668;NULL;2187,0000000;NULL;2524,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;156;NULL;1;0
4254;176;1;28491;NULL;1269,0000000;NULL;1339,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;124;NULL;1;0
4255;177;1;14155;NULL;2548,0000000;NULL;3671,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;143;NULL;1;0
4256;178;1;22961;NULL;10970,0000000;NULL;11253,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;171;NULL;1;0
4257;179;1;27103;NULL;2791,0000000;NULL;3099,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;106;NULL;1;0
4258;180;1;11684;NULL;48,0000000;NULL;51,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;138;NULL;1;0
4259;181;1;23710;NULL;8,0000000;NULL;8,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;106;NULL;1;0
4260;182;1;1071;NULL;5190,0000000;NULL;5190,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;155;NULL;1;0
4261;183;1;23336;NULL;23210,0000000;NULL;23210,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;143;NULL;1;0
4262;184;1;19278;NULL;6390,0000000;NULL;6390,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;136;NULL;1;0
4263;185;1;8992;NULL;8200,0000000;NULL;NULL;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;NULL;NULL;1;0
4264;186;1;28984;NULL;11421,0000000;NULL;11670,0000000;NULL;-249,0000000;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4265;188;1;5113;NULL;6406,0000000;NULL;6406,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;174;NULL;1;0
4266;189;1;9627;NULL;368,0000000;NULL;375,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;171;NULL;1;0
4267;190;1;27844;NULL;2,0000000;NULL;2,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;148;NULL;1;0
4268;191;1;5518;NULL;7145,0000000;NULL;7332,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4269;193;1;18709;NULL;33080,0000000;NULL;33590,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4270;194;1;5471;NULL;29535,0000000;NULL;30193,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4271;195;1;5355;NULL;27070,0000000;NULL;27070,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4272;196;1;5218;NULL;1000,0000000;NULL;1000,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;122;NULL;1;0
4273;197;1;6684;NULL;43523,0000000;NULL;48413,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4274;198;1;7226;NULL;1925,0000000;NULL;1962,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4275;199;1;6407;NULL;27170,0000000;NULL;27170,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;126;NULL;1;0
4276;203;1;19012;NULL;719,0000000;NULL;860,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4277;204;1;7837;NULL;6282,0000000;NULL;6432,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4278;205;1;7838;NULL;14134,0000000;NULL;14512,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4279;206;1;28281;NULL;630,0000000;NULL;630,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4280;207;1;26447;NULL;27347,0000000;NULL;27347,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4281;208;1;28269;NULL;12997,0000000;NULL;12997,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4282;209;1;8557;NULL;137,0000000;NULL;324,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4283;210;1;9729;NULL;77266,0000000;NULL;78960,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;158;NULL;1;0
4284;211;1;10115;NULL;8022,0000000;NULL;8173,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;127;NULL;1;0
4285;212;1;4104;NULL;20,0000000;NULL;20,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;106;NULL;1;0
4286;213;1;1782;NULL;28648,0000000;NULL;31701,0000000;NULL;NULL;19.10.2010, 13:21:04.617;12.05.2011, 09:21:19.312;146;NULL;1;0
